"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","High_satisfaction","Low_satisfaction","MonthlyIncome_scaled","NumCompaniesWorked_scaled","TotalWorkingYears_scaled","TrainingTimesLastYear_scaled","YearsAtCompany_scaled","YearsInCurrentRole_scaled","YearsSinceLastPromotion_scaled","YearsWithCurrManager_scaled","Age_scaled","DailyRate_scaled","DistanceFromHome_scaled","HourlyRate_scaled","MonthlyRate_scaled","PercentSalaryHike_scaled","MonthlyIncome_discret","NumCompaniesWorked_discret","TotalWorkingYears_discret","TrainingTimesLastYear_discret","YearsAtCompany_discret","YearsInCurrentRole_discret","YearsSinceLastPromotion_discret","YearsWithCurrManager_discret","Age_discret","DailyRate_discret","DistanceFromHome_discret","HourlyRate_discret","MonthlyRate_discret","PercentSalaryHike_discret"
36,"0","Travel_Rarely",852,"Research & Development",5,"4","Life Sciences","2","Female",82,"2",1,"Research Scientist","1","Married",3419,13072,9,"Y","1",14,"3","4","1",6,3,"4",1,1,0,0,"0","0",0.243563245749545,1,0.387298334620742,0.707106781186548,0.158113883008419,0.235702260395516,0,0,0.428571428571429,0.536864710093057,0.142857142857143,0.742857142857143,0.440795021080104,0.214285714285714,"[0,0.272)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0.509,0.756)","[0.247,0.497)","[0.117,0.332)"
33,"0","Travel_Frequently",1141,"Sales",1,"3","Life Sciences","3","Female",42,"4",2,"Sales Executive","1","Married",5376,3193,2,"Y","0",19,"3","1","2",10,3,"3",5,3,1,3,"0","1",0.378981221800994,0.471404520791032,0.5,0.707106781186548,0.353553390593274,0.408248290463863,0.258198889747161,0.420084025208403,0.357142857142857,0.743736578382248,0,0.171428571428571,0.0441276852037743,0.571428571428571,"[0.272,0.484)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0,0.161)","[0,0.261)","[0,0.247)","[0.332,0.62)"
35,"0","Travel_Rarely",464,"Research & Development",4,"2","Other","3","Male",75,"3",1,"Laboratory Technician","4","Divorced",1951,10910,1,"Y","0",12,"3","3","1",1,3,"3",1,0,0,0,"0","0",0.113132868950773,0.333333333333333,0.158113883008419,0.707106781186548,0.158113883008419,0,0,0,0.404761904761905,0.259126700071582,0.107142857142857,0.642857142857143,0.353985143545473,0.0714285714285714,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0.509,0.756)","[0.247,0.497)","[0,0.117)"
27,"0","Travel_Rarely",1240,"Research & Development",2,"4","Life Sciences","4","Female",33,"3",1,"Laboratory Technician","1","Divorced",2341,19715,1,"Y","0",13,"3","4","1",1,6,"3",1,0,0,0,"1","0",0.151560943378953,0.333333333333333,0.158113883008419,1,0.158113883008419,0,0,0,0.214285714285714,0.814602720114531,0.0357142857142857,0.0428571428571429,0.70752860871311,0.142857142857143,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.88,1]","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0,0.255)","[0.739,1]","[0,0.161)","[0,0.261)","[0.497,0.745)","[0.117,0.332)"
26,"1","Travel_Rarely",1357,"Research & Development",25,"3","Life Sciences","1","Male",48,"1",1,"Laboratory Technician","3","Single",2293,10558,1,"Y","0",12,"3","3","0",1,2,"2",1,0,0,1,"0","0",0.147013856075164,0.333333333333333,0.158113883008419,0.577350269189626,0.158113883008419,0,0,0.242535625036333,0.19047619047619,0.898353614889048,0.857142857142857,0.257142857142857,0.339851435454728,0.0714285714285714,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0,0.255)","[0.739,1]","[0.729,1]","[0,0.261)","[0.247,0.497)","[0,0.117)"
27,"0","Travel_Frequently",994,"Sales",8,"3","Life Sciences","4","Male",37,"3",3,"Sales Executive","3","Single",8726,2975,1,"Y","0",15,"3","4","0",9,0,"3",9,8,1,7,"1","0",0.562212314567908,0.333333333333333,0.474341649025257,0,0.474341649025257,0.666666666666667,0.258198889747161,0.641688947919748,0.214285714285714,0.638511095204009,0.25,0.1,0.0353744228066653,0.285714285714286,"[0.484,0.744)","[0.167,0.43)","[0.441,0.629)","[0,0.312)","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0,0.255)","[0.483,0.739)","[0.161,0.43)","[0,0.261)","[0,0.247)","[0.117,0.332)"
30,"0","Travel_Frequently",721,"Research & Development",1,"2","Medical","3","Female",58,"3",2,"Laboratory Technician","4","Single",4011,10781,1,"Y","0",23,"4","4","0",12,2,"3",12,8,3,7,"1","0",0.287887047532469,0.333333333333333,0.547722557505166,0.577350269189626,0.547722557505166,0.666666666666667,0.447213595499958,0.641688947919748,0.285714285714286,0.443092340730136,0,0.4,0.348805460750853,0.857142857142857,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0.261,0.509)","[0.247,0.497)","[0.62,1]"
41,"1","Travel_Rarely",1360,"Research & Development",12,"3","Technical Degree","2","Female",49,"3",5,"Research Director","3","Married",19545,16280,1,"Y","0",12,"3","4","0",23,0,"3",22,15,15,8,"0","0",0.985277317200255,0.333333333333333,0.758287544405155,0,0.741619848709566,0.912870929175277,1,0.685994340570035,0.547619047619048,0.90050107372942,0.392857142857143,0.271428571428571,0.569604497088938,0.0714285714285714,"[0.744,1]","[0.167,0.43)","[0.629,1]","[0,0.312)","[0.633,1]","[0.748,1]","[0.749,1]","[0.424,0.687)","[0.448,0.681)","[0.739,1]","[0.161,0.43)","[0.261,0.509)","[0.497,0.745)","[0,0.117)"
34,"0","Non-Travel",1065,"Sales",23,"4","Marketing","2","Male",72,"3",2,"Sales Executive","3","Single",4568,10034,0,"Y","0",20,"4","3","0",10,2,"3",9,5,8,7,"0","0",0.326686920956276,0,0.5,0.577350269189626,0.474341649025257,0.52704627669473,0.730296743340222,0.641688947919748,0.380952380952381,0.689334287759485,0.785714285714286,0.6,0.318811483637824,0.642857142857143,"[0.272,0.484)","[0,0.167)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.255,0.448)","[0.483,0.739)","[0.729,1]","[0.509,0.756)","[0.247,0.497)","[0.62,1]"
37,"0","Travel_Rarely",408,"Research & Development",19,"2","Life Sciences","2","Male",73,"3",1,"Research Scientist","2","Married",3022,10227,4,"Y","0",21,"4","1","0",8,1,"3",1,0,0,0,"0","0",0.211648996327586,0.666666666666667,0.447213595499958,0.408248290463863,0.158113883008419,0,0,0,0.452380952380952,0.219040801717967,0.642857142857143,0.614285714285714,0.326560931539851,0.714285714285714,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0,0.236)","[0.43,0.729)","[0.509,0.756)","[0.247,0.497)","[0.62,1]"
46,"0","Travel_Frequently",1211,"Sales",5,"4","Marketing","1","Male",98,"3",2,"Sales Executive","4","Single",5772,20445,4,"Y","1",21,"4","3","0",14,4,"3",9,6,0,8,"0","0",0.403170866176462,0.666666666666667,0.591607978309962,0.816496580927726,0.474341649025257,0.577350269189626,0,0.685994340570035,0.666666666666667,0.793843951324266,0.142857142857143,0.971428571428571,0.736839991969484,0.714285714285714,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.72,0.88)","[0.448,0.633)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.756,1]","[0.497,0.745)","[0.62,1]"
35,"0","Travel_Rarely",1229,"Research & Development",8,"1","Life Sciences","4","Male",36,"4",1,"Laboratory Technician","4","Married",2269,4892,1,"Y","0",19,"3","4","0",1,2,"3",1,0,0,1,"1","0",0.14472246430478,0.333333333333333,0.158113883008419,0.577350269189626,0.158113883008419,0,0,0.242535625036333,0.404761904761905,0.8067287043665,0.25,0.0857142857142857,0.1123469182895,0.571428571428571,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0.161,0.43)","[0,0.261)","[0,0.247)","[0.332,0.62)"
48,"1","Travel_Rarely",626,"Research & Development",1,"2","Life Sciences","1","Male",98,"2",3,"Laboratory Technician","3","Single",5381,19294,9,"Y","1",13,"3","4","0",23,2,"3",1,0,0,0,"0","0",0.379292098861636,1,0.758287544405155,0.577350269189626,0.158113883008419,0,0,0,0.714285714285714,0.375089477451682,0,0.971428571428571,0.690624372615941,0.142857142857143,"[0.272,0.484)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.681,1]","[0.236,0.483)","[0,0.161)","[0.756,1]","[0.497,0.745)","[0.117,0.332)"
28,"1","Travel_Rarely",1434,"Research & Development",5,"4","Technical Degree","3","Male",50,"3",1,"Laboratory Technician","3","Single",3441,11179,1,"Y","1",13,"3","3","0",2,3,"2",2,2,2,2,"0","0",0.245276119786465,0.333333333333333,0.223606797749979,0.707106781186548,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.238095238095238,0.953471725125268,0.142857142857143,0.285714285714286,0.364786187512548,0.142857142857143,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0,0.255)","[0.739,1]","[0,0.161)","[0.261,0.509)","[0.247,0.497)","[0.117,0.332)"
44,"0","Travel_Rarely",1488,"Sales",1,"5","Marketing","2","Female",75,"3",2,"Sales Executive","1","Divorced",5454,4009,5,"Y","1",21,"4","3","1",9,2,"2",4,3,1,3,"0","0",0.383814562792591,0.74535599249993,0.474341649025257,0.577350269189626,0.316227766016838,0.408248290463863,0.258198889747161,0.420084025208403,0.619047619047619,0.992125984251969,0,0.642857142857143,0.0768921903232283,0.714285714285714,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.509,0.756)","[0,0.247)","[0.62,1]"
35,"0","Non-Travel",1097,"Research & Development",11,"2","Medical","3","Male",79,"2",3,"Healthcare Representative","1","Married",9884,8302,2,"Y","1",13,"3","3","1",10,3,"3",4,0,2,3,"0","0",0.616978200452209,0.471404520791032,0.5,0.707106781186548,0.316227766016838,0,0.365148371670111,0.420084025208403,0.404761904761905,0.712240515390122,0.357142857142857,0.7,0.249267215418591,0.142857142857143,"[0.484,0.744)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0,0.181)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0.161,0.43)","[0.509,0.756)","[0.247,0.497)","[0.117,0.332)"
26,"0","Travel_Rarely",1443,"Sales",23,"3","Marketing","3","Female",47,"2",2,"Sales Executive","4","Married",4157,21436,7,"Y","1",19,"3","3","1",5,2,"2",2,2,0,0,"0","0",0.298304861150684,0.881917103688197,0.353553390593274,0.577350269189626,0.223606797749979,0.333333333333333,0,0,0.19047619047619,0.959914101646385,0.785714285714286,0.242857142857143,0.776631198554507,0.571428571428571,"[0.272,0.484)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0.739,1]","[0.729,1]","[0,0.261)","[0.745,1]","[0.332,0.62)"
33,"0","Travel_Frequently",515,"Research & Development",1,"2","Life Sciences","1","Female",98,"3",3,"Research Director","4","Single",13458,15146,1,"Y","1",12,"3","3","0",15,1,"3",15,14,8,12,"0","0",0.768276414558168,0.333333333333333,0.612372435695794,0.408248290463863,0.612372435695794,0.881917103688197,0.730296743340222,0.840168050416806,0.357142857142857,0.29563350035791,0,0.971428571428571,0.52407147159205,0.0714285714285714,"[0.744,1]","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.748,1]","[0.46,0.749)","[0.687,0.843)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0.756,1]","[0.497,0.745)","[0,0.117)"
35,"0","Travel_Frequently",853,"Sales",18,"5","Life Sciences","2","Male",71,"3",3,"Sales Executive","1","Married",9069,11031,1,"Y","0",22,"4","4","1",9,3,"2",9,8,1,8,"0","0",0.578794033181459,0.333333333333333,0.474341649025257,0.707106781186548,0.474341649025257,0.666666666666667,0.258198889747161,0.685994340570035,0.404761904761905,0.537580529706514,0.607142857142857,0.585714285714286,0.358843605701666,0.785714285714286,"[0.484,0.744)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0.483,0.739)","[0.43,0.729)","[0.509,0.756)","[0.247,0.497)","[0.62,1]"
35,"0","Travel_Rarely",1142,"Research & Development",23,"4","Medical","3","Female",30,"3",1,"Laboratory Technician","1","Married",4014,16002,3,"Y","1",15,"3","3","1",4,3,"3",2,2,2,2,"0","0",0.288103002394882,0.577350269189626,0.316227766016838,0.707106781186548,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.404761904761905,0.744452397995705,0.785714285714286,0,0.558442079903634,0.285714285714286,"[0.272,0.484)","[0.43,0.666)","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0.729,1]","[0,0.261)","[0.497,0.745)","[0.117,0.332)"
31,"0","Travel_Rarely",655,"Research & Development",7,"4","Life Sciences","4","Male",48,"3",2,"Laboratory Technician","4","Divorced",5915,9528,3,"Y","0",22,"4","4","1",10,3,"2",7,7,1,7,"1","0",0.411701020508267,0.577350269189626,0.5,0.707106781186548,0.418330013267038,0.623609564462324,0.258198889747161,0.641688947919748,0.30952380952381,0.395848246241947,0.214285714285714,0.257142857142857,0.298494278257378,0.785714285714286,"[0.272,0.484)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0.236,0.483)","[0.161,0.43)","[0,0.261)","[0.247,0.497)","[0.62,1]"
37,"0","Travel_Rarely",1115,"Research & Development",1,"4","Life Sciences","1","Male",51,"2",2,"Manufacturing Director","3","Divorced",5993,2689,1,"Y","0",18,"3","3","1",7,2,"4",7,5,0,7,"0","0",0.416310392559723,0.333333333333333,0.418330013267038,0.577350269189626,0.418330013267038,0.52704627669473,0,0.641688947919748,0.452380952380952,0.725125268432355,0,0.3,0.0238907849829352,0.5,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0.448,0.681)","[0.483,0.739)","[0,0.161)","[0.261,0.509)","[0,0.247)","[0.332,0.62)"
32,"0","Travel_Rarely",427,"Research & Development",1,"3","Medical","1","Male",33,"3",2,"Manufacturing Director","4","Married",6162,10877,1,"Y","1",22,"4","2","1",9,3,"3",9,8,7,8,"0","0",0.426195558484347,0.333333333333333,0.474341649025257,0.707106781186548,0.474341649025257,0.666666666666667,0.683130051063973,0.685994340570035,0.333333333333333,0.232641374373658,0,0.0428571428571429,0.352660108411965,0.785714285714286,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.255,0.448)","[0,0.236)","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.62,1]"
38,"0","Travel_Frequently",653,"Research & Development",29,"5","Life Sciences","4","Female",50,"3",2,"Laboratory Technician","4","Single",2406,5456,1,"Y","0",11,"3","4","0",10,2,"3",10,3,9,9,"1","0",0.157644788720078,0.333333333333333,0.5,0.577350269189626,0.5,0.408248290463863,0.774596669241483,0.727606875108999,0.476190476190476,0.394416607015032,1,0.285714285714286,0.134992973298534,0,"[0,0.272)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.181,0.501)","[0.749,1]","[0.687,0.843)","[0.448,0.681)","[0.236,0.483)","[0.729,1]","[0.261,0.509)","[0,0.247)","[0,0.117)"
50,"0","Travel_Rarely",989,"Research & Development",7,"2","Medical","2","Female",43,"2",5,"Research Director","3","Divorced",18740,16701,5,"Y","1",12,"3","4","1",29,2,"2",27,3,13,8,"0","0",0.95874532842758,0.74535599249993,0.85146931829632,0.577350269189626,0.821583836257749,0.408248290463863,0.930949336251263,0.685994340570035,0.761904761904762,0.634931997136722,0.214285714285714,0.185714285714286,0.586508733186107,0.0714285714285714,"[0.744,1]","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.181,0.501)","[0.749,1]","[0.424,0.687)","[0.681,1]","[0.483,0.739)","[0.161,0.43)","[0,0.261)","[0.497,0.745)","[0,0.117)"
59,"0","Travel_Rarely",1435,"Sales",25,"3","Life Sciences","1","Female",99,"3",3,"Sales Executive","1","Single",7637,2354,7,"Y","0",11,"3","4","0",28,3,"2",21,16,7,9,"0","1",0.507283337682944,0.881917103688197,0.836660026534076,0.707106781186548,0.724568837309472,0.942809041582063,0.683130051063973,0.727606875108999,0.976190476190476,0.954187544738726,0.857142857142857,0.985714285714286,0.0104396707488456,0,"[0.484,0.744)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.748,1]","[0.46,0.749)","[0.687,0.843)","[0.681,1]","[0.739,1]","[0.729,1]","[0.756,1]","[0,0.247)","[0,0.117)"
36,"0","Travel_Rarely",1223,"Research & Development",8,"3","Technical Degree","3","Female",59,"3",3,"Healthcare Representative","3","Divorced",10096,8202,1,"Y","0",13,"3","2","3",17,2,"3",17,14,12,8,"0","0",0.626650026487401,0.333333333333333,0.651920240520265,0.577350269189626,0.651920240520265,0.881917103688197,0.894427190999916,0.685994340570035,0.428571428571429,0.802433786685755,0.25,0.414285714285714,0.245251957438265,0.142857142857143,"[0.484,0.744)","[0.167,0.43)","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.748,1]","[0.749,1]","[0.424,0.687)","[0.255,0.448)","[0.739,1]","[0.161,0.43)","[0.261,0.509)","[0,0.247)","[0.117,0.332)"
55,"0","Travel_Rarely",836,"Research & Development",8,"3","Medical","4","Female",33,"3",4,"Manager","3","Divorced",14756,19730,2,"Y","1",14,"3","3","3",21,2,"3",5,0,0,2,"0","0",0.818121414119933,0.471404520791032,0.724568837309472,0.577350269189626,0.353553390593274,0,0,0.342997170285018,0.880952380952381,0.525411596277738,0.25,0.0428571428571429,0.708130897410159,0.214285714285714,"[0.744,1]","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.284,0.448)","[0,0.181)","[0,0.153)","[0,0.424)","[0.681,1]","[0.483,0.739)","[0.161,0.43)","[0,0.261)","[0.497,0.745)","[0.117,0.332)"
36,"0","Travel_Frequently",1195,"Research & Development",11,"3","Life Sciences","2","Male",95,"2",2,"Manufacturing Director","2","Single",6499,22656,1,"Y","0",13,"3","3","0",6,3,"3",6,5,0,3,"0","0",0.445510731946421,0.333333333333333,0.387298334620742,0.707106781186548,0.387298334620742,0.52704627669473,0,0.420084025208403,0.428571428571429,0.782390837508948,0.357142857142857,0.928571428571429,0.825617345914475,0.142857142857143,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0.161,0.43)","[0.756,1]","[0.745,1]","[0.117,0.332)"
45,"0","Travel_Rarely",1339,"Research & Development",7,"3","Life Sciences","2","Male",59,"3",3,"Research Scientist","1","Divorced",9724,18787,2,"Y","0",17,"3","3","1",25,2,"3",1,0,0,0,"0","0",0.609609834390787,0.471404520791032,0.790569415042095,0.577350269189626,0.158113883008419,0,0,0,0.642857142857143,0.885468861846815,0.214285714285714,0.414285714285714,0.670267014655692,0.428571428571429,"[0.484,0.744)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0.161,0.43)","[0.261,0.509)","[0.497,0.745)","[0.332,0.62)"
35,"0","Travel_Frequently",664,"Research & Development",1,"3","Medical","2","Male",79,"3",1,"Research Scientist","1","Married",2194,5868,4,"Y","0",13,"3","4","1",5,2,"2",3,2,1,2,"0","0",0.137482650491217,0.666666666666667,0.353553390593274,0.577350269189626,0.273861278752583,0.333333333333333,0.258198889747161,0.342997170285018,0.404761904761905,0.402290622763064,0,0.7,0.151535836177474,0.142857142857143,"[0,0.272)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0.509,0.756)","[0,0.247)","[0.117,0.332)"
36,"1","Travel_Rarely",318,"Research & Development",9,"3","Medical","4","Male",79,"2",1,"Research Scientist","3","Married",3388,21777,0,"Y","1",17,"3","1","1",2,0,"2",1,0,0,0,"0","0",0.241140269318234,0,0.223606797749979,0,0.158113883008419,0,0,0,0.428571428571429,0.1546170365068,0.285714285714286,0.7,0.790323228267416,0.428571428571429,"[0,0.272)","[0,0.167)","[0,0.281)","[0,0.312)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0,0.236)","[0.161,0.43)","[0.509,0.756)","[0.745,1]","[0.332,0.62)"
59,"0","Travel_Frequently",1225,"Sales",1,"1","Life Sciences","1","Female",57,"2",2,"Sales Executive","3","Single",5473,24668,7,"Y","0",11,"3","4","0",20,2,"2",4,3,1,3,"0","0",0.384986670546041,0.881917103688197,0.707106781186547,0.577350269189626,0.316227766016838,0.408248290463863,0.258198889747161,0.420084025208403,0.976190476190476,0.80386542591267,0,0.385714285714286,0.906404336478619,0,"[0.272,0.484)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.739,1]","[0,0.161)","[0.261,0.509)","[0.745,1]","[0,0.117)"
29,"0","Travel_Rarely",1328,"Research & Development",2,"3","Life Sciences","3","Male",76,"3",1,"Research Scientist","2","Married",2703,4956,0,"Y","0",23,"4","4","1",6,3,"3",5,4,0,4,"0","0",0.184451061560736,0,0.387298334620742,0.707106781186548,0.353553390593274,0.471404520791032,0,0.485071250072666,0.261904761904762,0.877594846098783,0.0357142857142857,0.657142857142857,0.114916683396908,0.857142857142857,"[0,0.272)","[0,0.167)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0.739,1]","[0,0.161)","[0.509,0.756)","[0,0.247)","[0.62,1]"
31,"0","Travel_Rarely",1082,"Research & Development",1,"4","Medical","3","Male",87,"3",1,"Research Scientist","2","Single",2501,18775,1,"Y","0",17,"3","2","0",1,4,"3",1,1,1,0,"0","0",0.166390601411124,0.333333333333333,0.158113883008419,0.816496580927726,0.158113883008419,0.235702260395516,0.258198889747161,0,0.30952380952381,0.701503221188261,0,0.814285714285714,0.669785183698053,0.428571428571429,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.72,0.88)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0.756,1]","[0.497,0.745)","[0.332,0.62)"
